ORI,City #,Name,State,Population,STATE_ABB,oversight-board (y/n),oversight-powers ,oversight-charter-found (y/n),Link,Year created,Independently Investigate (y/n) ,Independently Discipline Officers (y/n),Created Via Election,Selection Method of Board Members 
,154,Elk Grove city,California,176105,CA,N,https://elkgrove.gov/commissions-and-committees/measure-e-citizens-oversight-committee,,,,,,,
,155,Salem city,Oregon,175754,OR,Y,"https://www.cityofsalem.net/government/boards-commissions/boards/community-police-review-board  The Community Police Review Board (CPRB) conducts external reviews of complaints against Salem Police Department employees. A person who has completed the internal police investigation process, yet is unsatisfied with the results, may initiate a Community Police Review Board review.

Seven members and two alternates who are Salem residents comprise the board. These individuals have an interest in providing input and insight to ensure professionalism and transparency in policing. The board advises the City Manager and reports its findings to the City Manager, with a concurrent copy to the City Council.

In addition to external reviews, the board may also:

Review and advise on police department policy and procedure
Review and analyze the police department’s complaint summaries and trends
Refer issues to the Chief of Police
",Y,https://library.municode.com/or/salem/codes/code_of_ordinances?nodeId=PTIICOOR_TITIGO_CH20ICOPOREBO_S20I.020APTEME,2002,N,N,N,Appointed
,156,Cary town,North Carolina,174880,NC,N,,,,,,,,
,157,Rancho Cucamonga city,California,174696,CA,N,"Since incorporation in 1977, law enforcement services in the City have been provided through a contract with the San Bernardino County Sheriff's Department. Rancho Cucamonga continues to be one of Southern California's most family-oriented, safe, and prosperous cities.
",,,,,,,
,158,Oceanside city,California,173722,CA,N,,,,,,,,
,159,Garden Grove city,California,171637,CA,N,"Chief's Advisory Council https://ggcity.org/police/community-policing-bureau
The Chief’s Advisory Council (CAC) is established under the direction of the Chief of Police. The CAC consists of community representatives who serve as advisors to the Chief of Police and provide responsible community input. The Advisory Council is also a means whereby departmental policy and procedures can be shared with members of the public. The Chief’s Advisory Council will foster an open exchange of philosophy and information between the Department and representatives of each patrol beat and community interest groups.

The CAC acts solely in an advisory capacity and will be driven by the creativity and vision of its members; it is intended to be an expression of the Garden Grove community’s viewpoints.

Garden Grove Police Department's Community Policing philosophy is the foundation of the department's Community Relations Program. The Community Policing philosophy is based on community input, the use of creative problem solving strategies which encourages officer and community generated solutions, a value system where all persons contacted are treated with dignity and respect, and a problem solving orientation in which the actual problem is addressed, not merely the symptoms.
",,,,,,,
,160,Lancaster city,California,171465,CA,N,"Since Lancaster is served by the Los Angeles County Sheriff's Department (LASD), civilian oversight is provided by the Los Angeles County Sheriff Civilian Oversight Commission (COC). The city of Lancaster does not have its own independent civilian oversight board",,,,,,,
,161,Pembroke Pines city,Florida,170472,FL,N,,,,,,,,
,162,Springfield city,Missouri,168873,MO,Y," The Police Civilian Review Board was established by Springfield City Council in 1999 to review and comment to the City Council through the City Manager and to the Chief of Police upon citizen appeals of determinations made by the Police Department about specific police conduct matters. Members are then selected by City Council.

",Y,https://www1.springfieldmo.gov/bills_pdfs/ORD27410.pdf,1999,N,N,N,Appointed
,163,Fort Collins city,Colorado,168758,CO,Y,"https://www.fcgov.com/cityclerk/boards/citizen-review The Board reviews internal investigations concerning Police and Community Service Officer conduct in the following situations:

Upon written complaint, where an Officer is alleged to have: used force or discharged a firearm in violation of policy or law; committed a crime; or caused a person to sustain severe injury, death, or a civil rights violation.
Regardless of whether or not there is a complaint, where an Officer has used deadly force.
Upon written request, where a person wants to have Police Services' decision reviewed with regard to any other written allegation of misconduct of an Officer.
Any other investigation as requested by the City Manager or Chief of Police.
The Board also offers reviews for other law enforcement agencies operating within the City and makes annual reports to the City Council and City Manager concerning activities and recommendations of the Board. The results of the Board review are provided to the City Manager, the Chief of Police, and the complainant.

",Y,https://records.fcgov.com/BoardsCommissions/DocView.aspx?id=15156238&dbid=0&repo=FortCollins,1998,N,N,N,Appointed
,165,Clarksville city,Tennessee,167882,TN,N,,,,,,,,
,166,Palmdale city,California,166895,CA,N,"Because Palmdale does not have its own police force, it relies on the Los Angeles County Sheriff's Department (LASD) for law enforcement. As a result, civilian oversight of policing for Palmdale is handled at the county level by the Los Angeles County Sheriff Civilian Oversight Commission (COC",,,,,,,
,167,Salinas city,California,162783,CA,N,"https://police.salinas.gov/police-community-advisory-committee-pcac/ Vision Statement
The Vision of the Police Community Advisory Committee (PCAC) is to be a positive force in assuring that the City of Salinas is where all citizens can live peacefully and achieve their social, economic and educational goals.

",,,,,,,
,168,Hayward city,California,160602,CA,N,https://www.hayward-ca.gov/your-government/council-standing-committees/council-public-safety-committee,,,,,,,
,169,Corona city,California,158346,CA,N,,,,,,,,
,170,Paterson city,New Jersey,157864,NJ,N,Tried but lawsuits for 5 years...,,,,,,,
,171,Alexandria city,Virginia,157594,VA,Y,"After careful consideration, at its public hearing on April 17, 2021, the City Council voted unanimously to adopt an ordinance establishing the structure of a new Alexandria Independent Community Policing Review Board, to be effective as of July 1, 2021 along with its authorizing state law.  The City Council also established the Office of the Alexandria Independent Policing Auditor.
1. At least three members who come from historically, racially, or socially marginalized communities that have commonly experienced disparate policing in Alexandria or the Commonwealth of Virginia; and 2. At least one member who represents an organization, office, or agency that seeks racial or social justice or that otherwise advocates on behalf of historically, racially, or socially marginalized communities, particularly communities that have experienced disparate policing.   2. Scope: The board shall have the authority to investigate the matters as assigned in section 2-4-227, review investigations completed by the Alexandria Police Department (APD) for certain matters, and evaluate policing practices, policies, procedures, and outcomes in Alexandria, issue findings to the public, and provide actionable recommendations to the city council, the city manager, the school board, the school superintendent, APD and other public agencies regarding appropriate discipline, policing practices, policies and procedures in Alexandria. The board is hereby authorized to perform the following duties: Scope: The board shall have the authority to investigate the matters as assigned in section 2-4-227, review investigations completed by the Alexandria Police Department (APD) for certain matters, and evaluate policing practices, policies, procedures, and outcomes in Alexandria, issue findings to the public, and provide actionable recommendations to the city council, the city manager, the school board, the school superintendent, APD and other public agencies regarding appropriate discipline, policing practices, policies and procedures in Alexandria. The board is hereby authorized to perform the following duties: If the APD declines to implement the discipline recommended by the board, the chief of police shall, within 30 days of the board's recommendation, create a written record, which shall be made available to city council, the city manager, and the public, of its rationale for declining to implement the recommendation of the board.  ",Y,https://media.alexandriava.gov/content/cprb/MunicodeAsOf01272023.pdf,2021,Y,N (but requires rationale for departure),N,Appointed
,172,Macon-Bibb County,Georgia,156554,GA,N,,,,,,,,
,173,Lakewood city,Colorado,156149,CO,Y,https://www.rmpbs.org/blogs/justice/lakewood-oversight-committee ,N,,2025,N,N,N,Appointed
,174,Kansascity,Kansas,155438,KS,Y,"The Unified Government (UG) created the Law Enforcement Advisory Board (LEAB) June 2006 by ordinance O-62-06. The LEAB also acts as the Community Advisory Board in compliance with Kansas Statute K.S.A. 22-4610 prohibiting racial or biased-based policing. Each UG Commissioner appoints a single member. The Mayor appoints (1) member. The Wyandotte County Sheriff appoints (3) members.

The board’s duties are outlined by ordinance and Kansas statute. By ordinance LEAB duties include advising the UG Commission, County Administrator, Sheriff and Chief of Police on existing and potential law enforcement problems in Wyandotte County. The ordinance also directs the LEAB to act as an informational liaison between law enforcement and the community.
",N,,2006,N,N,N,Appointed
,175,Springfield city,Massachusetts,155305,MS,Y,"The Board of Police Commissioners (the Board) is responsible for disciplinary oversight of the employees of the Springfield Police Department.  The Board can conduct disciplinary hearings and make disciplinary determinations that include, among other outcomes, termination.  The Board will have final say on all disciplinary matters where the alleged misconduct could result in more than a brief (five days or less) suspension, and has the authority to require a hearing on any allegation of misconduct it deems appropriate. Springfield Mayor Domenic Sarno had vetoed the city council’s vote to have a civilian police commission in both 2016 and 2018. Sarno had argued that the city’s charter gave only the mayor the power to determine how the department is managed.

However, the Supreme Judicial Court ruled Tuesday morning that the City Council does have the authority to reorganize the police department. This affirms a ruling almost a year ago by a Hampden Superior Court judge.

 https://www.wwlp.com/news/local-news/hampden-county/supreme-judicial-court-rules-in-favor-of-civilian-police-commission-in-springfield/ WON COURT CASe in 22, but law passed in 19",,https://www.springfield-ma.gov/cos/boards/community-police-hearing-board https://www.springfield-ma.gov/cos/fileadmin/mayor/2023/BOPC/Board_of_Police_Commissioners_Manual_final_2024_02_29.pdf,2022,Y,Y,N,Appointed
,176,Sunnyvale city,California,154573,CA,N,,,,,,,,
,177,Killeen city,Texas,153708,TX,N,,,,,,,,
,178,Murfreesboro city,Tennessee,153487,TN,N,,,,,,,,
,179,Jackson city,Mississippi,153271,MS,Y," https://www.cityofjackson.org/1237/Community-Police-Oversight-Commission Created by the Jackson City Council in 2021, the Community Police Oversight Commission is tasked with further enhancing transparency and trust between the Jackson Police Department (JPD) and the community they service. 

",N,,2021,N,N,N,Appointed
,180,Hollywood city,Florida,152764,FL,N,,,,,,,,
,181,Escondido city,California,151114,CA,N,,,,,,,,
,182,Pasadena city,Texas,150620,CA,Y,"The commission shall consist of 11 members appointed by the city council as follows:1.Each of the 7 councilmembers and the mayor shall nominate 1 member for a total of 8 members.2.Three members shall be nominated representing community-based organizations.3.Each member shall be a resident of the city.4.All nominations are subject to ratification by the city council.5.At least 50 percent of the filled positions on the commission shall be women, if feasible.6.The city council shall, by resolution, establish a policy for the appointment of members to the commission.  The purpose of the commission is to enhance, develop, and strengthen community-police relations and review and make recommendations regarding the ongoing operations of the police department to the chief of police, city manager, and/or city council.B.The commission's function is to:1.Receive community feedback and complaints and refer them for further review, as appropriate;2.Monitor and receive reports from the police department on hiring, training, and promotions within the police department;3.Monitor and publish statistics on police uses of force, personnel complaints, and outcomes within the police department;4.Provide input on police department policy recommendations prior to adoption;5.Receive reports from the independent police auditor regarding critical incidents, police department policies, and other matters;6.Notwithstanding the right to play a role in reviewing and monitoring personnel matters, refrain from (a) directly or indirectly taking active participation in personnel matters; (b) taking personnel actions; (c) using records developed to take personnel actions; and/or (d) directing that action be taken on police department employees;7.Administer oaths and issue subpoenas for the production of records (in any form, other than personnel records) and attendance and testimony of witnesses (not employed by the city at all relevant times) to carry out the commission's functions, to the extent permitted by law; with the city clerk issuing such subpoenas under the seal of the city, and the chief of police causing such subpoenas to be served; and8.Comply with all applicable laws, including, but not limited to, Sections 411(B) and 604(J) of the City Charter, and preserve the privacy of police department employees, the confidentiality of their personnel files, the confidentiality of police department files, and the confidentiality of other confidential information to the maximum extent permitted by law, including, but not limited to the closing of meetings or portions thereof consistent with the applicable provisions of the Brown Act.
",Y,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT2ORAD_ARTIIIADBOCOCOCRCO_CH2.60COPOOVCO,2020,Y,N,N,Appointed
,183,Bellevue city,Washington,150606,WA,N,,,,,,,,
,184,Joliet city,Illinois,150221,IL,N,,,,,,,,
,185,Charleston city,South Carolina,149960,SC,N,,,,,,,,
,186,Pomona city,California,149831,CA,Y,"Establishment and Purpose

The Police Oversight Commission aims to enhance accountability and public confidence in the Pomona Police Department. 
​
It provides a forum for community discussions regarding law enforcement operations and reviews police activities.
Appointment and Qualifications

The Commission consists of five members appointed by a majority vote of the City Council. 
​
Members must be Pomona residents, fair, impartial, and reflect community diversity. 
​
Individuals currently or recently employed by law enforcement are ineligible for appointment. 
​
Duties and Responsibilities

The Commission advises on police-community relations and conducts public outreach. 
​
It reviews police complaints and policies, receives notifications of use-of-force complaints, and can authorize independent investigations. 
​
The Commission prepares an annual report on its activities and recommendations to the City Council. 
​",Y,https://www.pomonaca.gov/home/showpublisheddocument/5900/638282130146270000,2023,Y,N (But Ind Auditor),"Y (https://ballotpedia.org/Pomona,_California,_Measure_PO,_City_Charter_Amendment_for_Police_Oversight_Commission_Measure_(November_2022))",Appointed
,187,Mesquite city,Texas,149439,TX,N,,,,,,,,
,188,Naperville city,Illinois,149089,IL,N,,,,,,,,
,189,Roseville city,California,148879,CA,N,,,,,,,,
,190,Bridgeport city,Connecticut,148470,CT,N,,,,,,,,
,191,Rockford city,Illinois,148173,IL,Y,"https://rockfordil.gov/552/Civilian-Oversight-Board Duties of the Board
Timely review of the completed internal investigation of all citizen complaints and use of force incidents above a Force Level 4 as defined in the department's General Order 1.16.
The purpose of the board's review is to determine whether the investigation was complete, thorough, objective, and fair and whether the outcome was appropriate, based on the following criteria:
The thoroughness of the investigation
The extent to which witnesses or persons are known to have information, knowledge, or evidence pertaining to the allegation(s) or incident were contacted or interviewed
The extent to which appropriate interviews were conducted with a complainant, witnesses, involved officers or employees, and any other persons having knowledge relating to the incident
The process of seeking, collecting, and maintaining evidence pertaining to the investigation; and
The appropriateness of discipline, if applicable
The board will have access to pertinent records in order to complete its review with appropriate redactions to protect privacy and confidentiality.
The board shall provide a written report summarizing its findings as to each investigation.
The board shall conduct deliberations as allowed by the Open Meetings Act, including convening into closed sessions where appropriate.
Receive citizen complaints as to allegations of misconduct by members of the department and refer the same to the department's Office of Professional
Monitor the processing of all citizen complaints through timely updates on case status and outcomes from the Office of Professional Standards.
",Y,https://rockfordil.gov/DocumentCenter/View/1263/Civilian-Oversight-Board-Ordinance-PDF?bidId=,2022,N,N,N,Appointed
,192,Savannah city,Georgia,147583,GA,N,,,,,,,,
,193,Syracuse city,New York,146134,NY,Y,"https://www.syr.gov/Departments/Citizen-Review-Board-CRB  If a panel finds that misconduct has occurred the CRB Administrator shall notify the Chief of Police, the officer(s) who were the subject(s) of the complaint, and the complainant, in writing within one (1) business day of the panel’s findings and recommendations, by verifiable means.  Such recommendations may include disciplinary sanctions including but not limited to counseling, reprimand, suspension, retraining, demotion or dismissal.  The panel may also recommend that restitution be paid to the complainant by the city for damage to real or personal property, costs related to medical or mental health treatment, or other loses causally related to the incident The CRB works to provide:

Investigates complaints: The CRB directly investigates allegations of misconduct by members of the Syracuse Police Department.
Issues subpoenas: The CRB has subpoena power, allowing it to compel witness testimony and the production of records relevant to its investigations.
Uses private investigators: An administrator or a private investigator for the CRB prepares detailed reports based on the investigative findings. The CRB board then uses these findings to make recommendations.
Identifies limitations and pursues solutions: While the CRB is independent, its access to evidence is not automatic. In August 2025, the board discussed purchasing its own license for evidence.com to gain direct access to body camera footage and other evidence. This would prevent the board from having to request this information through internal affairs, a process that adds an extra step and time to investigations.
Makes independent recommendations: After completing its investigation and holding a hearing, the CRB board votes on recommendations for disciplinary action or policy changes. These recommendations are then sent to the SPD. 
Limitations on the CRB's powers
Lack of disciplinary authority: While the CRB can recommend disciplinary action, it cannot enforce it. The SPD receives the CRB's recommendations and may or may not choose to accept them.
Ongoing push for independence: Issues related to the CRB's independence and its relationship with city government have been raised publicly. In April 2025, the CRB chair resigned, citing concerns about city hall and councilors ""hindering the independence of the CRB"". 
",Y,https://www.syr.gov/files/sharedassets/public/v/1/1-boards-and-commissions/crb/documents/supporting-documents/local-law-1-2012-crb.pdf,1993,Y,N,N,Appointed
,194,Surprise city,Arizona,145591,AZ,N,,,,,,,,
,195,Torrance city,California,145454,CA,N,,,,,,,,
,196,McAllen city,Texas,142722,TX,N,,,,,,,,
,197,Gainesville city,Florida,142414,FL,Y,"The police advisory council (the ""council"") is hereby created as an advisory board to advise the city commission, city manager and the chief of police regarding all matters of public safety services and community law enforcement needs and concerns as more fully described.  city commission shall appoint 11 members to the council. It is desired that the members be reflective of the racial, age, socio-economic and geographic diversity of the city. All members' permanent residence shall be within the municipal corporate limits of the City of Gainesville, Florida. Current employees of the city's police department are not eligible to serve on the council. The council shall make independent recommendations regarding all aspects of public safety to the city commission, the city manager and the chief of police. The functions and duties of the council include, but are not limited to:

(a)Review how existing police operations and procedures affect communities and individuals of color, especially black residents, as well as other historically and currently marginalized communities and individuals.(b)Consider what, if any, current police department programs, functions and practices should be ended, are having a positive impact and should be better-supported or might best be delivered by a different existing city department.(c)Offer proposals for reform as clear, stand-alone modules that consider logistical and funding concerns, with special attention to how they affect communities and individuals of color, in particular black residents, as well as other historically and currently marginalized communities and individuals.(d)Serve as a panel to review closed cases of use of force, internal investigations against police officers and/or complaints against the department with the purpose being to make recommendations on controls, processes and/or systems that should be considered in order to prevent the occurrence of future issues.(e)Host summits on police transformation.(f)Study increasing the use of police service technicians and renaming the program ""community service technicians"" to have more non-weaponized officers respond to calls.(g)Assist in generating community interest and involvement in crime prevention, to include community oriented policing and other areas of community relations and distribution of material on crime deterrence; and(h)Review and make recommendations concerning such other matters as may be referred to the council from time to time by the city commission, city manager and/or chief of police.
The council does not have the authority to direct the city commission, the city manager, the chief of police or any other city employee to take or not take any action.

",Y,https://library.municode.com/fl/gainesville/codes/code_of_ordinances?nodeId=PTIICOOR_CH2AD_ARTVBO_DIV4POADCO_S2-301INPU,2010,N,N,N,Appointed
,198,Fullerton city,California,142280,CA,N,,,,,,,,
,199,Denton city,Texas,142262,TX,N,,,,,,,,
,200,Olathe city,Kansas,142114,KS,Y,"https://www.olatheks.gov/government/boards-commissions-committees/citizens-police-advisory-council The Mayor of Olathe appoints board members subject to confirmation by the Olathe City Council.

The duties of the Council shall be:

(A) To serve as an advisory body to the City Council, City Manager and the Police Chief;

(B) To study, recommend and review policy programs and concepts utilized in other communities which are designed to improve understanding and communication between the police and the community;

(C) To invite and enlist the cooperation of all economic, educational, social, religious, and ethnic groups of the City, and to act as a coordinating agency among them, in the establishment and maintenance of improved understanding and communication between the police and the community;

(D) To institute and conduct educational and other programs to promote understanding and communication between the police and the community; and

(E) To provide annual reports to the Governing Body. (Ord. 22-09 § 1, 2022; Ord. 95-08 § 1, 1995.)

2.78.110
Advisory Actions.

All actions taken by the Council shall be of an advisory nature only, and a written report of recommended actions or policies shall be given to the Governing Body for action. (Ord. 95-08 § 1, 1995.)

",Y,https://olathe.municipal.codes/Code/2.78,1995,N,N,N,Appointed
,201,Thornton city,Colorado,141799,CO,N,,,,,,,,
,202,Visalia city,California,141466,CA,N,,,,,,,,
,203,Waco city,Texas,140545,TX,N,,,,,,,,
,204,Metairie,Louisiana,140046,LA,N,"Metairie itself does not have a municipal police force, policing services for the area are provided by the Jefferson Parish Sheriff's Office (JPSO).",,,,,,,
,206,West Valleycity,Utah,138868,UT,Y,"https://www.wvc-ut.gov/132/Professional-Standards-Review-Board The Professional Standards Review Board (Citizens’ Review Board) consists of seven citizen volunteers. The Review Board meets monthly and reviews all citizen complaints, all ""Use of Force"" occurrences, and all vehicle pursuits. The members of the Citizens’ Review Board serve for a two year term and are nominated from the community. Nominations are accepted by the West Valley City Manager and appointment is made by the West Valley City Council. The Review Board’s chairperson is selected by the members of the board. Once selected, board members are trained, meet regularly and give their recommendation to the police chief, who must consider their decision with final disciplinary measures",Y,https://www.utah.gov/pmn/files/616497.pdf,2013,N,N,N,Appointed
,207,Orange city,California,138728,CA,N,"https://oir.ocgov.com/ The Orange County Board of Supervisors established the Office of Independent Review (OIR) to identify and address high risk and potential liability issues in five County departments: the Orange County Sheriff-Coroner Department (OCSD), the Orange County Probation Department, Orange County District Attorney (OCDA), the Office of the Public Defender, and the County of Orange Social Services Agency (SSA",,,,,,,
,208,Warren city,Michigan,138588,MI,N,,,,,,,,
,209,Pasadena city,California,137554,CA,Y,"Community Police Oversight Commission https://www.cityofpasadena.net/commissions/community-police-oversight-commission/  As part of the City's oversight program, the City contracted with an Independent Police Auditor (IPA) Teresa Magula of the OIR Group. IPA serves as a best practices advisor to the Commission and has unimpeded access to all Police Department personnel complaints and investigations for auditing and reporting purposes, and reviews all categorical uses of force to assess whether the investigation into a use of force was complete, thorough, objective, and fair. Together with the Commission, the IPA recommends changes and additions to department policies, procedures, and officer training.



 The commission shall consist of 11 members appointed by the city council as follows:1.Each of the 7 councilmembers and the mayor shall nominate 1 member for a total of 8 members.2.Three members shall be nominated representing community-based organizations.3.Each member shall be a resident of the city.4.All nominations are subject to ratification by the city council.5.At least 50 percent of the filled positions on the commission shall be women, if feasible.6.The city council shall, by resolution, establish a policy for the appointment of members to the commission. ",Y,https://library.municode.com/ca/pasadena/codes/code_of_ordinances?nodeId=TIT2ORAD_ARTIIIADBOCOCOCRCO_CH2.60COPOOVCO,2020,N,N,N,Appointed
,210,Dayton city,Ohio,137305,OH,N,,,,,,,,
,211,Hampton city,Virginia,137217,VA,N,There is an advisory group,,,,,,,
,212,Cedar Rapids city,Iowa,136929,IA,Y,"https://www.cedar-rapids.org/local_government/city_boards_and_commissions/citizen_review_board_(crb).php established in 2021, repealed in 2025 by state law Advocates and city staff worked for months creating the board, which was appointed by the mayor and began meeting in 2021.

 Cedar Rapids’ Citizen Review Board focused on improving citizen-police relations, provided guidance on department policies and practices and examined complaints from citizens. Members would serve on a committee hiring a new police chief.

The board analyzed data and looked for trends to address. But the board did not have disciplinary powers.

",N,,2021,N,N,N,Appointed
,213,Columbia city,South Carolina,136754,SC,N,,,,,,,,
,214,New Haven city,Connecticut,135736,CT,Y, https://www.newhavenct.gov/government/boards-commissions/boards-commissions-listed/civilian-review-board  e Board shall be comprised as follows: One member from each Police District within the City; two at large members appointed by the Board of Alders;   and one member of the Board of Alders. Each nominee must be confirmed pursuant to local law prior to sitting as a member of the Board except the Board of Alders representative who shall be appointed by the President of the Board of Alders.  The Board shall review all civilian complaints filed with the Department of Police Services or as the law permits other agencies engaged in policing in New Haven. Such complaints shall be provided to the Board pursuant to the timelines established by law. The complaints shall be reviewed with the cooperation of the New Haven Department of Police Services and as the law permits the other relevant agencies engaged in policing in New Haven pursuant to all applicable law. A Complainant may request the Civilian Review Board review a completed IA investigation. Such a request must be submitted in writing within ninety (90) days of the completion of that investigation,Y,https://newhaven-ct.granicus.com/boards/board_answers/279370/attachment,2021,N,N,N,Appointed 
,215,Elizabeth city,New Jersey,135665,NJ,N,,,,,,,,
,216,Stamford city,Connecticut,135413,CT,Y,"https://cityofstamford.granicus.com/boards/w/171c51bf52d23c24/boards/50234 The Police Commission shall have the following powers and duties:

(1)Except for the appointment or removal of the Chief of Police, the Commission shall have the sole power of appointment and promotion of sworn members after consideration of any recommendations made by the Chief of Police and in accordance with the provisions of this Charter.(2)To hear and determine appeals based upon the record under Section C6-80-3 within sixty days from the bringing of such appeal.(3)To order a hearing by the Chief under Section C5-40-2 if the Chief fails to decide an appealed matter within a reasonable time.(4)To modify the decision of the Chief by ordering a reduction or increase of any disciplinary action on an appeal therefrom which the Chief could have imposed.(5)To compensate officers and members of the Department for loss of personal property incurred in the performance of duty.(6)To approve the rules and regulations concerning the operation of the Department and the conduct of all officers and employees thereof made by the Chief pursuant to the provisions of Sec. C5-40-2 within a period of thirty days after transmission by the Chief of Police and upon failure to take action on said rules and regulations within said period, they shall be deemed approved.(7)To conduct hearings and investigations relating to the general welfare of the Department.(8)To conduct preliminary hearings relating to complaints against the Chief, and if it determines such complaints are meritorious, such complaints shall be forwarded to the Personnel Commission for determination thereon.
  ",Y,https://library.municode.com/ct/stamford/codes/code_of_ordinances?nodeId=CH_PT6BOCO_DIV4OTBOCO_SDIWAPOCOAU_SC6-160-5RE,1969,Y,Y,N,Appointed
,217,Kent city,Washington,135169,WA,N,,,,,,,,
,218,Miramar city,Florida,135158,FL,N,,,,,,,,
,219,Victorville city,California,134417,CA,N,Contracts with the san bernadino sherriff department,,,,,,,
,220,Coral Springs city,Florida,133801,FL,N,,,,,,,,
,221,Sterling Heights city,Michigan,133744,MI,N,,,,,,,,
,222,Midland city,Texas,132490,TX,N,,,,,,,,
,223,Carrollton city,Texas,132284,TX,N,,,,,,,,
,224,Santa Clara city,California,128058,CA,N,,,,,,,,
,225,Norman city,Oklahoma,127701,OK,N,,,,,,,,
,226,Fargo city,North Dakota,127319,ND,N,,,,,,,,
,227,Athens-Clarke County unified government (balance),Georgia,126672,GA,Y,"The Athens-Clarke County Public Safety Civilian Oversight Board is hereby established to provide a permanent citizen's oversight board in Athens-Clarke County that shall:a.Process and ensure investigation of complaints lodged by members of the public regarding alleged abuse of authority, appropriate action required, abusive language, conduct unbecoming, discrimination, failure to provide identification, false arrest, false imprisonment, harassment, use of excessive force, misconduct, retaliation, serious bodily injury, violation of department standard operation procedures, and/or death that is alleged to be the result of the actions of a sworn employee of the Athens-Clarke County Police Department, Athens-Clarke County Probation Services, the Clarke County Sheriff's Office, or the Athens-Clarke County Corrections Department; andb.Review, evaluate, and make recommendations regarding policies and procedures of the Athens-Clarke County Police Department, Athens-Clarke County Probation Services, the Clarke County Sheriff's Office, and the Athens-Clarke County Corrections Department.",Y,https://library.municode.com/ga/athens-clarke_county/codes/code_of_ordinances?nodeId=PTIIICOOR_TIT3PUSA_CH3-18PUSACIOVBO,2021,N,N,N,Appointed
,228,Thousand Oaks city,California,126532,CA,N,Contracts with Ventura SD,,,,,,,
,229,Topeka city,Kansas,126431,KS,N,Independent Auditor though,,,,,,,
,230,Abilene city,Texas,126356,TX,N,,,,,,,,
,231,Columbia city,Missouri,126172,MO,Y,"https://www.como.gov/boards/citizens-police-review-board/  Section 21-49 Duties.
Review appeals from the police chief’s preliminary determination on alleged misconduct as provided for in this article.
Conduct a jurisdictional review from the decision by the police chief that a person’s allegations do not fall within the requirements set forth in this article related to complaints.
Review records of the police department related to complaints of alleged misconduct as defined in this article.
Without disclosing information considered closed under state law, prepare and submit to the city council annual reports that provide data on citizen complaints related to police misconduct as defined in this article including demographic data on complaints, complaint disposition, and appeals to the Board. The reports shall be submitted no later than March 1 for the previous calendar year.
(Ord. No. 20331, § 1, 7-20-09; Ord. No. 22142, § 1, 7-21-14; Ord. No. 24808, §1, 11-1-21; Ord. No. 25750, §1, 9-3-24)
",Y,https://www.como.gov/boards/citizens-police-review-board/,2009,N,N,N,Appointed
,232,Simi Valley city,California,126153,CA,N,,,,,,,,
,233,Allentown city,Pennsylvania,125292,PA,N,,,,,,,,
,234,Vallejo city,California,125132,CA,Y,"https://www.vallejo.gov/our_city/departments_divisions/city_manager/city_clerk/boards_commissions/police_oversight_and_accountability_commission  Any Serious Incident, as that term is defined in section 18.02.010D, involving a sworn police officer(s) employed by the Vallejo Police Department, shall be investigated by an independent investigator (“Independent Investigator”).  Bias Incidents, as that term is defined in section 18.03.050C, as well as other potential policy violations may be investigated by the Independent Investigator as set forth in section 18.03.050I.    To review and provide a recommendation to the Chief of Police in closed session concerning any draft Notice of Intended Discipline (NOID) for any Serious Incident or Bias Incident.  The Chief shall consider any such recommendation before imposing any discipline within the time frame set forth in Government Code section 3304(d);  ",Y,https://www.myvallejo.com/15575/widgets/47483/documents/64468,2024,Y,N,N,Appointed
,235,Lewisville city,Texas,125028,TX,N,,,,,,,,
,236,Concord city,California,125007,CA,N,,,,,,,,
,237,Pearland city,Texas,124478,TX,N,,,,,,,,
,238,Lehigh Acres,Florida,124440,FL,N,,,,,,,,
,239,Arvada city,Colorado,123066,CO,N,,,,,,,,
,240,Independence city,Missouri,122218,MO,N,,,,,,,,
,241,Ann Arbor city,Michigan,122216,MI,Y,"https://www.a2gov.org/city-clerk/b There is hereby created an Independent Community Police Oversight Commission. Historically, across the nation, policing has been used as a mechanism for social control by means including racial bias, disparities in police use of force, and the impacts of officer-involved shootings and other violent encounters with law enforcement officers. This fact, combined with ongoing racial discrimination in America today, creates distrust and tension between marginalized populations and law enforcement.

The City of Ann Arbor and the Ann Arbor Police Department are committed to building trust and positive relationships with all segments of the community. The city cannot achieve this end without addressing our national history of using the police as a tool to reinforce systems of racial inequity. The formation of the Independent Community Police Oversight Commission is a necessary step in reframing the relationship that the residents of Ann Arbor have with the police and an investment in the smart, equitable, community-oriented policing that the Ann Arbor Police Department strives for and that our community deserves.

oards-and-commissions/independent-community-police-oversight-commission/ To provide a process for outside review of particular incidents to evaluate the police response in the incident as well as the sufficiency of any police investigation related to the incident and to recommend any changes in police policies or practices.",Y,https://library.municode.com/mi/ann_arbor/codes/code_of_ordinances?nodeId=TITIAD_CH8ORBOCO_1_210INCOPOOVCO,2018,N,N,N,Appointed
,242,Lafayette city,Louisiana,121706,LO,N,,,,,,,,
,243,Palm Bay city,Florida,121513,FL,N,,,,,,,,
